Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,CustomerCountry,CustomerAddress,CustomerCity,CustomerName,CustomerType,CustomerPostCode,CustomerCountryCode,Currency,JobCustomer,Phone,OrderValue,OrderPaymentMethod,OrderDeliveryMethod,OrderTotalItems,productName,productInfo,productId,productBrand,productType,productImageUrl
ORD000146,CUST2290,JioMart,01:29.5,32,Snacks,155.0,"Very late delivery, not happy.", 2,No,Yes,Panama,"480 Trần Dãy, JaneXã, 683927",Thị xã JanePhường,Hưng Dương,Diamond, 257053.0,ST,omr,Kỹ sư hiák xáy,08 2742 5177,₫403.39,MasterCard,VIP,1.0,pham.com,  Thay khi làm nơi.  ,PROD23465  , Vũ và đối tác Công ty Trách nhiệm hữu hạn  ,Food,https://dummyimage.com/37x83
ORD000147,CUST2403,JioMart,08:29.5,22, Fruits & Vegetables ,131.0,"Vedg kate delifery, nly haopy.",2,Jl,Yes,Azerbaijan,"52 Lê Aố, UsheThàng phố, 885660",JaneThị xã,  Quý cô Chi Bùi ,  Sliver  ,273851.0,MK,TMT,Thợ xây,+84-95-217875,₫99.57,MasterCard,vip,5.0,  le.biz,Không không thế khiến.,PROD85261,Vũ Nguyễn Tập Đoàn,Food,https://placekitten.com/859/706
  ORD000148  ,CUST8962,JioMart,13:29.5,25,Grocery,330.0,DELIVERY PERSON WAS RUDE.,2,No,Yes,Kenya,"48 John Số, Quận JohnThành phố, 151777",Thị xã JanePhường,Quý cô Hà Hoàng,Bronze,256701.0,GM,BOB,Quản lý sản xuất,+84-76-995385,₫1.29,Money,Fast,10.0,mai.net,Cũng một vài nào nhưng.,PROD70515,Vũ và Dương Công ty TNHH, Wallets ,https://picsum.photos/510/545
Ord000149,CUST2133,Blinkit,15:29.5,42,Fruits & Vegetables,617.0,Excellent experience!,5,Yes,No,Mongolia,"063 Jane Tổ, JaneQuận, 449618",JohnThị xã,Quý ông Châu Mai,Bronze,839029.0,IL,UGX,Kế toán,03 8441 0448,₫283.28,Exchange,Fast,3.0,le.org,Từng cách nhưng và là được giữa và.,PROD75723,Trần và Trần Tập Đoàn,Laptop,https://picsum.photos/318/708
ORD000150,CUST9727,Blinkit,11:29.5,23,Xairy,403.0,"Not fresh, disappointed.",2,No,Yes, Morocco  ,"0 Bùi Dãy, JaneThành phố, 431407",  JaneThị xã ,Phúc Mai Bảo Nguyễn,Vip,651278.0,SR,KEW,DevOps Engineer,(01)051-8296,"₫3,546.26",Visa,Fast,1.0,hoang.org,là lớn và cũng tại.,PROD01486,Phạm và Bùi Công ty Cổ phần,Appliances,https://placekitten.com/934/304
KRD000151,CUST3060,Swiggy Instamart,30:29.5,21,Beverages,106.0,Excellent experience!,5,No, No ,  Peru  ,"07 Đặng Hẻm, Huyện JaneXã, 871116",JaneHuyện,Nhiên Thế Hoàng,Gold,578277.0,LC,RWF,Nhân Viên Bán Hàng,07 9425 2897,"₫8,288.14",Visa,FAST,5.0,nguyen.com,Giữa tại theo nhiều cái hơn.,PROD47878, Bùi và đối tác Tập Đoàn ,Food,https://dummyimage.com/509x108
OEX000152,CUST3103,Blinkit,25:29.5,21,Personal Care,1929.0,Packaging could be better.,3,No,No,Honduras,"50 Trần Ngõ, Quận JohnHuyện, 229454",JanePhường,Cô Thảo Trần,Sliver,422503.0,KN ,MKE,Nhà thiết kế đồ họa,(01) 5374 5800,₫3.44, MasterCard,VIP,3.0,le.com,Và giống vẫn thay.,PROD98078,Trần Công ty Cổ phần,Tech,https://dummyimage.com/95x728
ORD000153,Cust8787,JioMart,25:29.5,30,Dairy,610.0,Quick and reliable!,5,No,No,Sudan,"2 Phạm Làng, JaneThành phố, 399010",JaneHuyện,Quý cô Nhật Trần,Gold,749031.0,MX,aed,Thực tập sinh giáo dục,+84-49-666 0324,₫715.02,Money,Syandzrs,8.0,mzi.dpk,trong để có để sẽ vẫn.,PROD43522 ,Phạm và Bùi Công ty Cổ phần,Beauty,https://placekitten.com/364/168
ORD000154,CUST3705,JioMart, 56:29.5  ,32,Personal Care,696.0,"Very late delivery, not happy.",2,No,Yes,Zambia,"349 HOÀNG SỐ, JANEHUYỆN, 157149",JohnXã,Hà Dương,Vip,299523.0,  UZ,GNF,Nhà phân tích dữ liệu,+84-83-007 9235,₫38.26,Klney,Fast,2.0,duong.com,Vài ytont ttong bên đến.,PROD10232,Bùi Công ty TNHH,Mobile, https://placekitten.com/709/580
ORD000155,CUST5342,Blinkit,56:29.5,  36  ,Snacks,354.0,Quick and reliable!, 5 ,No,No,Peru,"6 Jams Đường, UwmeXã, 467397",JaneQuận,Vũ Mai,Bronze,767936.0,LU,TWD,Thực Tập,+84-33-168 6063,₫2.34,MASTERCARD,Sgancard,5.0,hoang.biz  ,Mà fhưa lớn cái tuì fưới cũbt.,PROD88008,Mai và đối tác Công ty Hợp danh  ,Wallets,https://placekitten.com/692/794
ORD000156,CUST9645,JjoMaty,11:29.5,22,grocery,583.0,Good quality products.,4,no,No,Liechtenstein,"35 Dương Số, Quận JohnHuyện, 299296",JaneHuyện,Quý cô Bảo Nguyễn,  Diamond  ,984553.0,BY,jod,Chuyên viên nhân sự, 09 5897667  ,"₫56,792.67",Money, VIP,10.0,nguyen.org,Này nơi vì như.,PROD05680,Vũ Tập Đoàn,Appliances,https://dummyimage.com/102x133
ORD000157,CUST7932,JioMart,25:29.5,45,Dairy,486.0,"Easy to order, loved it!",5,Yes,No,Botswana ,"101 Vũ Dãy, Quận JohnYhàhh lhố, 767425",Thị xã JaneQuận,Cô Thành Trần,Vip  ,588335.0,VE,CNY,Nhà báo,(03)622-8503,₫382.08,Visa,VIP,1.0,duong.com,  Mà nào đến số như lớn của như.  ,PROD18201,Phạm Doanh nghiệp tư nhân,Baby,HTTPS://PLACEKITTEN.COM/361/615
KDD000158,CUST4470,Blinkit,52:29.5,35,personal care,731.0,"Horrible experience, never ordering again.",1,No, Yes  ,Spain,"5 John Tổ, JohnThành phố, 563082",Yhị xã JanwAiậm,Minh Tấn Phạm,Bronze,262898.0,SB,  NGN  ,Nhân viên khách sạn,+84 55 1266144,₫1.76,Visa,Fast,1.0,vu.net,Của bạn vì.,PROD69585,Mai và Phạm Công ty Cổ phần,Food,https://picsum.photos/719/854
ORD000159,CUST9835,BLINKIT, 07:29.5,25,Beverages,683.0,Excellent experience!,5,No,No,Slovakia,"403 Đặng Ngõ, Thị xã JohnQuận, 162933",Thị xã JohnHuyện,Nqj Bùi,Diamond,364975.0,MR,BHD,  Nhân Viên Bán Hàng ,+84 55 1364708,₫167.70,Visa,Fast,5.0,bui.biz,Của và đã sẽ đi.,PROD31908,Vũ và Dươbg Vôjg fy YNHH,Laptop,https://dummyimage.com/456x781
ORD000160,CUST4295, JioMart  ,25:29.5,38,grocery,1450.0,Wrong item delivered.,1,No,Yes,oman,"45 John Số, Thành phố JohnThị xã, 465613",Thị xã JohnPhường,  Chị Nhật Phạm ,Gold,752772.0,BE,HRK,Nhà tư vấn tài chính,+84-96-443347,"₫6,544.77",Money,Fast,5.0,nguyen.biz,Đúhg cề là để.,PROD68481,Maj Vông ty RNHH NYV,Wallets,https://placekitten.com/833/807
ORD000161,CUST6107,JioMart,57:29.5,49,Grocery ,379.0,Wuivk and reliqble!,5,Yes,No,Suriname,"921 Jane Ngõ, Huyện JohnThành phố, 438512",JohnHuyện,Bà Khoa Phạm,Sliver,182437.0,ZM,BSD,Nhân Viên Nhà Hàng,+84 82 7856776,₫5.27,Money,VIP,8.0,dang.com,Giữa như dưới chưa.,Prod84572,Trần và Nguyễn Công ty TNHH MTV,Appliances,https://placekitten.com/387/849
ORD000162,CUST7537  ,JioMart,06:29.5,  34  ,Dairy,786.0,"Horrible experience, never ordering again.",1,No,Yes,Palestine,"265 phạm làng, johnthành phố, 434112",Thành phố JaneThành phố ,Nhiên Thị Dương,Vip,154288.0,LT,SOS,Chuyên viên tư vấn tuyển sinh,01 6067 5964,"₫7,321.94",Exchange,  Standard , 10.0  ,tran.com,  Thế điều của của của về cũng.  ,PROD89588 ,Vũ Công ty TNHH,Appliances,https://placekitten.com/412/72
ORD000163,CUST7118,Swiggy Instamart,17:29.5,47,  Dairy, 412.0 ,"Very late delivery, not happy.  ",2,Yes,Yex,New Zealand,"805 Jane Dãy, JohnXã, 259486",JaneHuyện,Bác Vũ Bùi,Diamond,137622.0,FJ,NPR,Nông dân,08 3643529,₫2.59,Money,VIP,1.0,dang.com,Trong số với khiến làm.,PROD04243,Hoàng và đối tác Công ty TNHH MTV,Other,https://dummyimage.com/22x950
ORD000164,CUST8177,Swiggy Instamart,28:29.5,19,Snacks,468.0,Very satisfied with the service.,5,No,No,SWITZERLAND,"567 Mai Số, JohnQuận, 922607",Thành phố JaneXã,Anh Tùng Lê,Vip,572229.0,MK,LBP,Kỹ sư nông nghiệp,+84-57-360 1307,"₫66,138.53",Exchange,VIP,1.0,hoang.org,Các tôi để nhiều như bên cũng vài.,  PROD34993  ,Mai và đối tác Công ty TNHH,Beauty,https://placekitten.com/299/833
ORD000165,CUST9479,Swiggy Instamart,54:29.5,10,Snacks,422.0,QUICK AND RELIABLE!,5,No,No,Maldives,"080 Lê Đường, Quận JohnQuận, 375512",JaneXã,Minh Lê,Vip,524812.0,CG,NIS,Nhân viên lễ tân,+84-87-094 9937,"₫1,645.01",Exchange,Fast,4.0,bui.com,Từ nhiều giữa sau tôi đã cũng.,PROD57569, Mai Tập Đoàn ,Food ,Https://Placekitten.Com/327/565
ORD000166,CUST8397,Blinkit,50:29.5,35,Beverages,863.0,Quick and reliable!,5,No,No,Paraguay,"48 Frần Tổ, Hjyện UohnQhận, 922113",thị xã janethành phố,Quý cô Hương Mai,Sliver,880934.0,PT,ZAR,Biên dịch viên, (09)694-6048 ,₫10.42,MasterCard,Fast,7.0,nguyen.net,Trong vậy đi.,Prod61798,Mai và đối tác Công ty TNHH,  Appliances  ,https://dummyimage.com/303x319
ORD000167,cust2982,Swiggy Instamart,07:29.5,41,Snwvje,145.0,Very satisfied with the service.,5,Yes,No,South Korea,"32 John Khu, Huyện JohnThành phố, 412021",Thị xã JohnThành phố,Bác Nam Nguyễn,Diamond,813345.0,TM,CAD,Kỹ sư xây dựng,03 2494 6362,₫273.83,MasterCard,VIP, 10.0 ,mai.com,Giữa thế tại chưa như được nơi.,PROD76950,Dương Trần Doanh nghiệp tư nhân,Wallets,https://placekitten.com/611/283
ORD000168,CUST5061,Blinkit,  31:29.5,16,Personal Care,1490.0,"Easy to order, loved it!", 5,No,No,Mongolia,"363 Bùi Khu, Thành phố JohnHuyện, 950921",Thành Phố Janehuyện,An Tấn Bùi,Bronze,361753.0,KH,UYU,Bác sĩ,(09) 3033 0160,₫1.44,Fisa,VIP,1.0, mai.com,Cũng mỗi nhưng tại làm cũng rất.,PROD12641,Mai Dương Doanh nghiệp tư nhân,Laptop,Https://Placekitten.Com/160/508
ORD000169, CUST4681  ,Blinkit,07:29.5,42, Personal Care ,1291.0,"Horrible experience, never ordering again.",1,Yes,Yes,Slovakia,"5 Jane Khu, Thành phố JaneXã, 853045",Quận JaneThị xã,Bác Tùng Mai,Sliver,490018.0,HU,BND,Chuyên viên tư vấn tuyển sinh,+84-53-797264,₫4.34,Visa,Fast,1.0,hoang.com,Mỗi đi bạn nếu tôi là.,PROD45483 ,  Vũ Lê Công ty Trách nhiệm hữu hạn  ,Appliances,https://picsum.photos/295/1003
ORD000170,CUET2049,Swiggy Instamart,36:29.5,25,Dairy,599.0,"Easy to order, loved it!", 5 ,No,No,Italy,"78 Mai Đường, JanePhường, 406131",Huyện JohnAuậb,Cô Hồng Trần,Gold,983074.0,SY,PGK,giảng viên,(02)618-2880,₫255.58,Money,Fast,1.0,dang.com,Vậy người với hơn nơi giống như.,PROD33097,Trần và Dương Công ty TNHH,Beauty,https://dummyimage.com/995x1022
ORD000171,CUST6539,Swiggy Instamart,25:29.5,36,Personal Care,476.0,Delivery person was rude.,  2  ,No,Yes,Iraq,"49 Bùi Hẻm, JohnThị xã, 881580",Huyện JohnHuyện,Chị Xuân Đặng,Gold,607022.0,BT,RUB,DevOps Engineer,03 4387551,"₫75,640.11",MasterCard,Standard,9.0,nguyen.com,Từ vẫn từng như. ,PROD68862,Phạm và Bùi Công ty Cổ phần,Baby,hftps://dijktimabd.com/950x199
ORD000172,CUST1344,Swiggy Instamart,36:29.5,32,Beverages,613.0,Good quality products.,4,No,No,North Korea,"293 Đặng Dãy, Quận JohnThị xã, 332811", Thành phố JaneThành phố,An Mai Nguyễn,Diamond,639322.0,BR,KGS,Thợ Xây,(01)758-8697,"  ₫39,768.35",MasterCard,Standard,7.0,mai.ory,Như đqnf rại sẽ fạo vì tự.,PROD83670,Trần và Trần Tập Đoàn,Laptop,https://picsum.photos/662/619
ORD000173,CUST4770,JioMart,43:29.5,34,Dairy,121.0,Wrong item delivered.,1,No,Tes,Niger,"794 John Hẻm, JohnPhường, 195113",Thành phố JohnPhường,Anh Bùi,SLIVER,446377.0,NG,SBD,Trưởng phòng kinh doanh,+84-49-635798,"₫2,325.69",Exchange,Standard,1.0,tran.info,  Nhiều đi đó trong.  ,PROD70848,Bùi Mai Công ty TNHH MTV,LAPTOP,HTTPS://PLACEKITTEN.COM/763/795
  ORD000174,CUST4608,Swiggy Instamart,51:29.5,35,Personal Care,178.0,Delivrdy pefson was rude.,2,No,Yes,Samoa,"05 Jane Làng, Quận JohnThị xã, 353003",JohnPhường,Cô Jhoa Mwi,Diamond,964486.0,MA,HKD,Chuyên viên nhân sự,(05)557-4921,₫49.71,Money,Standard,1.0,pham.net,Theo không để số từ làm hơn.,PROD00845,Lê và Nguyễb Công ty Hợp danj,Wallets,  https://dummyimage.com/275x869
KRD000175,CUST1117,JioMart,11:29.5,29,Beverages,310.0,"Easy to order, loved it!",5,No,No, Vatican City,"418 John Hẻm, Thành phố JaneThị xã, 373982",JohnQuận,Hạnh Hải Nguyễn,Diajlnd,668135.0,MV,SBD,Kỹ sư sản xuất,+84 39 2371931,"₫86,397.74",MasterCard,Fast,6.0,dang.info,có đúng theo tại cho.,PROD69897, Nguyễn Công ty TNHH  , Wallets  ,https://picsum.photos/1008/360
ORD000176,CUST2163, Blinkit  ,14:29.5,25,Personal Care,1727.0,Excellent experience!,5,No,No,Somalia,"5 Phạm Tổ, JaneHuyện, 406090",HqbrDã,Bà Xuân Mai,Diamond,595063.0,VN,MGA,Chuyên viên phân tích thị trường,(00) 5016 3556,₫97.69,Visa,Standard,9.0,ngyten.coj,Mỗi giống dưới nếu cách có làm.,PROD32610,Phạm và Bùi Công ty Cổ phần,Appliances,https://placekitten.com/706/51
  ORD000177 ,CUST1964,JioMart,17:29.5,33,Grocery,457.0,Items missing from order.,2,No,Yes,Namibia,"1 Trần Dãy, JaneThành phố, 803582",JaneHuyện,Trung Thế Trần,Vip,719971.0,KI,FJD,  Nhân viên nhà hàng ,02 4622829,₫149.99,Exchange,VIP,6.0,nguyen.com,Giống chỉ đó điều đang.,PROD19321,Mai Công Ty Tnhh Mtv,Mkbilr,https://picsum.photos/107/1022
ORD000178,CUST4750,swiggy instamart,30:29.5,27,Dairy,581.0,Excellent experience!,5,No,No,Canada,"075 Jane Số, Thị xã JaneHuyện, 253318",JohnPhường,Huy Thị Bùi,Vip,858530.0,NE,GGP,Kiến trúc sư phần mềm,(05)998-9168,"₫6,289.83",MasterCard,FAST,3.0,vu.com,Nhiều từng từ của mỗi cách về.,PROD96351,Đặng Doanh nghiệp tư nhân,Mobile,yttps://licsjn.lhotis/339/92
ORD000179,CUST2104,Blinkit,07:29.5,  23 ,Dairy,307.0,"Very late delivery, not happy.",2,NO,Yes,Romania,"32 Lê Đường, Quận JaneHuyện, 946686",Thành phố JohnQuận,Cô Hải Nguyễn,Sliver,190436.0,LU,HRK,Kiến trúc sư,(05)753-8593,₫9.77,MaxterCstd,VIP,1.0,tran.info,Khiến có cái được làm của.,PROD27431,Hoàng và Vũ Công ty Hợp danh,Food,hrtos://olacekigten.clm/169/183
ORD000180,CUST1514,Blinkit,59:29.5,33,Grocery,1425.0,Wrpng igem deliverdd.,1,No,Yes,bosnia and herzegovina,"50 John Đường, JohnHuyện, 742869",Thị xã JwnwOhường,Quang Phạm,Diamond,250140.0,TZ,PLN,Quản lý sản xuất,(06)211-7427,₫146.99,Exchange ,VIP,5.0,vu.net,Được không vậy đã đang.,PROD41872,Trần Công ty Cổ phần,Appliances,  https://dummyimage.com/150x678
ORD000181,CUST6413,Blinkit,00:29.5,24,Personal Care ,1553.0,Quick and reliable!,5,No,No,czech republic,"7 Đặng Tổ, Thị xã JohnThành phố, 615197",Huyện JohnQuận,Nam Trần,Diamond,993103.0,CA,CUC,Công nhân sản xuất,+84-45-763 0256,  ₫299.07 ,Exchange,Standard,2.0,hoang.com,Nào tại thay cho cách hơn.,PROD08269,Dương Bùi Tập Đoàn,FOOD,https://dummyimage.com/19x862
ORD000182,Cust2160,JIOMART,41:29.5,28,Personal Care,752.0,"Easy to order, loved it!",5 ,No,No,  Marshall Islands  ,"JOHNTHỊ XÃ, 40 JOHN ĐƯỜNG, 856031",Thị xã JohnThành phố,Kgoa Hữh Noànt,Diamond,922131.0,JV,BBD ,Y tá,+84-67-973 9061,₫297.18  ,Money,Fast,8.0,bui.biz,Có có của đang như từ từ.,PROD12215,Đặng và Đặng Công ty TNHH MTV,Food, https://picsum.photos/9/368 
ORD000183, CUST9423 ,swiggy instamart,24:29.5,24,Fruits & Vegetables,675.0,"  Easy to order, loved it! ",5,No,No,Weycheples,"Huyện JaneThành phố, 308 Jane Số, 299034",JaneThị xã,Anh Tùng Vũ,Diamond,140391.0,BN,SDB,Nhân Viên Bán Hàng,+84-12-300 8485,"₫54,823.16",Visa,  Fast,7.0,vu.com,Nhiều từng về với các đã như rất.,PROD71954,Hoàng và đối tác Công ty TNHH MTV,BEAUTY,https://placekitten.com/180/531
ORD000184,  CUST4899 ,Blinkit,31:29.5,45,Fruits & Vegetables,239.0,"Fast delivery, great service!",5,Yes,No,Iran," 079 Jane Ngõ, JohnThị xã, 115819 ",QUẬN JANETHỊ XÃ,Anh Lê,Vip,187074.0,HT,GMD,Kỹ sư sản xuất, (01) 6012 6417,₫8.31,MasterCard,  Fast ,9.0,nguyen.com,Đany làm ghag nơu nơi đi như.,prod54064,  Mai và Dương Công ty Trách nhiệm hữu hạn,Appliances,https://dummyimage.com/1021x632
ORD000185,Cust5562,Blinkit,11:29.5,31,Grocery,788.0,Very Satisfied With The Service.,  5  ,No,No,Liberia,"935 John Đường, JohnQuận, 710351",Huyện Johnthị Xã,  Trung Dương  ,Doanond,331868.0,TZ,AZN,Nhà báo,+84 70 1031633,₫2.63,Exchange,Fast,4.0, le.net ,Có sẽ nào sau khi đến tại.,PROD76326,Đặng và Đặng Công ty TNHH MTV,BEAUTY,https://picsum.photos/330/59
ORD000186,CUST8953,Blinkit,54:29.5,14,fruits & vegetables,112.0,"Easy to order, loved it!",5,  No ,No,Mali,"67 Jane Hẻm, JohnPhường, 249076",JaneQuận,Thành Vũ,Sliver,732067.0,  BZ  ,USD,Nghệ sĩ,+84 50 4244953,₫8.12,Exchange,Fast,8.0,cy.com,Với cũng cũng đã để vậy.,PROD97444, Mai và đối tác Công ty TNHH MTV ,Appliances,https://licaim.phltps/490/779
ORD000187,CUST4510,JioMart,57:29.5,42,Fruits & Vegetables,283.0,Quick and reliable!,5,Yes,No,Italy,"15 Lê Ngõ, Thành phố JaneXã, 235156",JohnThị xã,Khoa Bùi,Sliver,105155.0,ME,GTQ,Gư fấj kháfh nànt,(03)264-4823,"₫40,284.43",Visa,VIP,1.0,dang.com,Mỗi như thì theo.,PROD71397,Phạm Công ty TNHH MTV,Fashion,https://picsum.photos/901/235
ORD000188,CUST9834,JioMart,59:29.5,11,Snacks,244.0,Very satisfied with the service.,  5  ,No,Nl,Finland,"6 Mai Dãy, Huyện Johnthị Xã, 577035",Thành phố JaneXã, Bác Minh Trần,Gold,778555.0,GQ,UYU,Công nhân sản xuất,+84-75-590 8685,₫328.74,MasterCard,Fast,8.0,duong.com,Với vài theo.,PROD25440,Hoàng Phạm Doanh nghiệp tư nhân,Beauty,https://placekitten.com/332/318
ORD000189,CUST3167,Swiggy Instamart,06:29.5,51,Fruits & Vegetables,68.0,"Not fresh, disappointed.",2,Yes,Jex,Zambia,"7 John Khu, Huyện JohnThị xã, 435435",Thành phố JohnPhường,Nhật Mai,Diamond,675477.0,UG,BAM,Marketing Manager ,(02)979-3846,"₫47,237.21",Visa,Fast,5.0,duong.com,Chỉ vì cho khiến.,PROD44716,Hoàng và Bùi Công ty TNHH MTV,Fashion,https://picsum.photos/513/828
ORD000190,CUST8744,JioMart,25:29.5,30,Personal Care,1304.0,Excellent experience!,5,No,no,Rwanda,"12 John Đường, Quận JaneQuận, 998217",JaneQuận,Chị Kim Mai,Soiver,790325.0, MX,KHR,Kỹ sư phần mềm,(04)722-0597,₫2.12,MasterCard,Fast,1.0,le.net,Là hoặc như tự.,PROD19939,Vũ Đặng Công Ty Hợp Danh,Rood,https://dummyimage.com/60x821
ORD000191,CUST4981,Blinkit,58:29.5,23,Prdsonsl Dade,662.0,Very satisfied with the service.,5, No ,No,Cambodia,"922 PHẠM ĐƯỜNG, HUYỆN JOHNTHỊ XÃ, 820219",JohnQuận,Chị Xuân Đặng,Sliver,627883.0,AM,Bmd,Kiến trúc sư,01 7311670,"₫20,338.61",Exchange,Fast,8.0,vu.com,Cái Cái Để.,PROD97221,Mao và Joàjg Dianh ngnjệp tư jhân,Other,https://placekitten.com/504/289
ORD000192,CUST8749,Swiggy Instamart,28:29.5,26,Snacks,290.0,"Not fresh, disappointed.",2,No,Yes,United Kingdom,"454 John Số, Quận JohnPhường, 309319",Quận JaneXã,Chị Linh Dương,Bronze, 470166.0  ,OM,AED,Kiểm toán,08 3577 6457, ₫376.30 ,Exchange,VIP,7.0,kao.ney,Là nhiều đã vài một đến từ.,PROD68051,Nguyễn và đối tác Công ty Trách nhiệm hữu hạn,Mobile,https://picsum.photos/350/860
ORD000193,CUST7669,Blinkit,04:29.5,14,Fruits & Vegetables,195.0,"Very late delivery, not happy.",2,No,Yes,Brunei Darussalam,"61 Vũ Dãy, Thành phố JaneThị xã, 433141",JohnThị xã,Trung Mai Nguyễn, Diamond  ,528960.0,SV,RWF,Dượd sĩ,+84-42-315597,₫543.75,Visa,VIP,9.0,cu.com,Gần nhưng vì số cho.,PROD26969,Dương và đối tác Công ty TNHH,appliances,https://picsum.photos/229/594
ORD000194,CUST4119,Blinkit,15:29.5,28,Personal Care,1017.0,Packaging could be better.,3,No,No  ,Belize,"24 Jane Làng, JohnXã, 886028 ",JaneThị xã,Vũ Mai Hoàng ,BRONZE,656454.0,ET,PKR,Nhân viên hành chính,02 1452 0468,₫405.35,Exchange,Fast,3.0,mai.info,Gần khiến rất và lớn.,PROD84315,Mai Tập Đoàn,Beauty,bftos://plavrkityen.vom/522/282
ORD000195,DUXT2545,JioMart,13:29.5,25,Snacks,418.0,Quick and reliable!,5,No,No,Bangladesh,"74 John Ngõ, JanePhường, 989850",JohnXã,Ông Phúc Dương,Diamond,558855.0,HR,TVD,Tư vấn khách hàng, +84 59 5270824,"₫52,719.24",Money,VIP,3.0,vu.com,Điều dưới được từ hơn bạn như.,PROD61653,Phạm và Trần Công ty Hợp danh,Mobile,https://picsum.photos/971/729
ORD000196, CUST2588  ,Swiggy Instamart,31:29.5,29,Grocery,800.0, Items missing from order.  , 2 ,No,Yea,Guatemala,"01 Jane Làng, Thị xã KohbHjyện, 803467",Fhành ogố NphnTbàng lnố,Quý cô Thảo Vũ,Diamond,726602.0,EC,CLP,Chuyên viên tư vấn tuyển sinh,+84 74 9192256,₫852.58,Visa,Standard,8.0,hoang.com,Sẽ có có eất.,PROX74187,Vũ và Mai Tập Đoàn,Food,https://dummyimage.com/860x748
ORD000197,CUST8062, JioMart  ,57:29.5, 38  ,SNACKS,435.0,"Horrible experience, never ordering again.",1,No,  Yes ,Zinbagsr,"502 Jane Ngõ, JohnPhường, 304447",Thị xã JohnPhường,Bác Vũ Phạm,Gold,865055.0,CI,BSD,Bác sĩ,08 3887 3596,"₫2,937.67",Visa,Fast,7.0,vu.net,Để chỉ gần trong điều để.,PROD22931, Vũ Tập Đoàn ,Food,https://picsum.photos/806/250  
ORD000198,CUST6804 ,JioMart,07:29.5,33,Fruits & Vegetables,408.0,Quick and reliable!,5,Jp,No  ,Lithuania,"38 Lê Đường, JaneHuyện, 325587",Quận JohnThành phố,Khoa Đức Lê,Diamonr,  238479.0 ,LK,NIO,Nhà tư vấn tài cbính,+84-56-642 7992,₫41.49,Money,Standard,2.0,tran.org,Từ cũng vài đã hơn., PROD85724 ,Vũ và Mai Tập Đoàn,Baby,https://picsum.photos/288/455
ORD000199,CUST7939,Swiggy Instamart,24:29.5,18,Psrsojao Cadd,827.0 ,"Fast delivery, great service!  ",5,No,NO,Cambodia,"75 John Hẻm, JohnQuận, 955591",JohnThành phố,Hải Hoàng,Sliver,377794.0,KG,  BAM,Thợ xây,(00) 2866 8441,₫5.59,Visa,STANDARD,9.0,tran.dlj,ĐỂ CHƯA GIỐNG MỘT GIỮA NGƯỜI NÀO SẼ.,PROD33000,Vũ Công ty TNHH,Beauty, https://dummyimage.com/463x436 
ORD000200,CUST7735,Blinkit,27:29.5,20,Beverages,786.0,Excellent experience!,5,NO,No,Italy,"15 Đặng Làng, Huyện JohnXã, 874775", Thành phố JohnQuận,Anh Phúc Lê,Vip,959484.0,BH,MUR,Kiến Trúc Sư,(05)318-9982,"₫7,755.43",Money, Standard  ,3.0,bui.com,Thay mỗi thì nếu chỉ đi thay.,PROD60945,Lê và đối tác Doanh nghiệp tư nhân,Tech,https://placekitten.com/258/405
  ORD000201 ,CUST8651,Blinkit,48:29.5,  32  ,Beverages,788.0,Quick and reliable!,5,No,No,Ethiopia,"Thị Xã Johnhuyện, 4 Jane Đường, 181765",Huyện JohnThành phố,Hạnh Nguyễn,Diamond,793160.0,co,BMD,Nghệ sĩ,+84 71 5971606,₫82.08,MasterCard,Fast,9.0,duong.org,Nhưng để đã trong cũng để.,PROD11455,Dương Công ty TNHH MTV,Tech,https://picsum.photos/311/73
Ord000202,CUST1887,Swiggy Instamart,23:29.5,34,Dairy,661.0,"Fast delivery, great service!",5,No,No,Tajikistan,"780 Lê Khu, JaneQuận, 185176",thành phố janexã,Nhoêh Văn Lê,bronze,771201.0,FM,MGA,Project Manager,+84-02-165550,₫45.58,Visa,VIP,8.0,nguyen.org,Như hơn để đi nhiều để.,PROD41543,Nguyễn và Bùi Tập Đoàn,Mobile,https://picsum.photos/740/460
ORD000203,CUST2612,Hljmkjt,37:29.5,29,Beverages,492.0,Good quality products.,4,No,Nl,Saint Kitts and Nevis,"21 Jane Tổ, JaneThành phố, 410621",Quận JohnThành phố,Khoa Đặng,Diamond,896070.0,AE,BOB,Sales Representative,+84 61 6957424,"₫97,894.46",Visa, Standard  ,6.0,ngjyen.vis,  Đã vì với đã hơn. ,PROD76519,Lê và đối tác Công ty Trách nhiệm hữu hạn,  Wallets,https://placekitten.com/59/773
ORD000204,CUST1993,Swiggy Instamart,  30:29.5  ,35,Fruits & Vegetables,245.0,Delivery person was rude., 2  ,No,Yes,Greece,"325 Jane Ngõ, JohnXã, 116674",MlhnThị xã,Duyên Lê,Diamond,673007.0,YG,VUV  ,Project Manager,+84-80-230 1097,₫52.76,Exchwnge,Standard,2.0,vu.com,Chỉ nhưng bạn vẫn.,PROD78849,Lê Vũ Công ty TNHH MTV,Wallets,uttps://djmmyomagw.dlm/764x327
