TransactionID,ItemName,Category,Quantity,UnitPrice,TotalCost,PurchaseDate,Supplier,Buyer
TXN252,LaptopN,Electronic,11,960.7,10567.7,2024-10-22,TechMart Inc.,Todd James
TXN253,Annual Software Licenseo,Softwre,1,5315.45,5315.45,2024-11-08,FurniWorks Ltd.,Melissa Mckee
TXN254,Stpler,Office Supplis,1,8.77,8.77,2024-04-20,TechMart Inc.,Stephanie Bennett
TXN255,Whiteboardi,Furnture,17,152.66,2595.22,2024-12-08,OfficeSupplies Co.,Jessica Hodges
TXN256,Monior,Electronicsc,1,233.93,233.93,2024-07-12,TechMart Inc.,Laura White
TXN257,Desk Char,urniture,2,198.18,396.36,2024-09-18,OfficeSupplies Co.,Melissa Mckee
TXN258,Stnpler,Office 5upplies,1,14.02,14.02,2024-12-21,QuickDeliver Ltd.,Cynthia Jenkins
TXN259,Dek Chair,Furnitur,17,155.57,2644.69,2024-12-10,OfficeSupplies Co.,Walter Pena
TXN260,Laptpp,Ele0tronics,11,971.94,10691.34,2024-11-23,QuickDeliver Ltd.,Melissa Mckee
TXN261,LaptopR,Electronics4,9,908.32,8174.88,2024-08-25,QuickDeliver Ltd.,Kelly Joseph
TXN262,WhiteboardJ,Furnilure,14,113.58,1590.12,2024-06-08,TechMart Inc.,Aaron Hopkins
TXN263,Mnitor,ElectronicsD,10,242.82,2428.2,2024-08-12,TechMart Inc.,Barry Johnson
TXN264,Whiteoard,Furnmture,12,177.73,2132.76,2024-04-04,OfficeSupplies Co.,Rebecca Bell
TXN265,Laptop Bagx,Accessories1,17,34.51,586.67,2024-01-01,CloudSoft Corp.,Kayla Hanson
TXN266,Printer8,EleNtronics,4,277.36,1109.44,2024-08-06,OfficeSupplies Co.,Luis Holland
TXN267,LaptopBag,Accessories0,6,26.64,159.84,2024-10-27,QuickDeliver Ltd.,Kelly Joseph
TXN268,0esk Chair,FuSniture,9,115.09,1035.81,2024-01-23,TechMart Inc.,Stephanie Bennett
TXN269,Lapto,Electrnics,2,859.47,1718.94,2024-05-01,QuickDeliver Ltd.,Barry Johnson
TXN270,Staplerq,Office SupplCes,2,12.89,25.78,2024-04-30,QuickDeliver Ltd.,Nicole Clay
TXN271,WhiteboardF,FurnitureM,8,195.03,1560.24,2024-02-10,TechMart Inc.,Todd James
TXN272,onitor,Electrqnics,4,254.89,1019.56,2024-04-21,TechMart Inc.,Luis Holland
TXN273,Lptop Bag,Accessovies,18,41.77,751.86,2024-10-31,OfficeSupplies Co.,Laura White
TXN274,Desk ChaiA,Fyrniture,10,131.54,1315.4,2024-07-17,TechMart Inc.,Laura White
TXN275,StaplerZ,OYfice Supplies,5,11.33,56.65,2024-05-14,QuickDeliver Ltd.,Amy Warner
TXN276,Printer In,Station9ry,16,13.84,221.44,2024-01-05,FurniWorks Ltd.,Luis Holland
TXN277,Mnitor,Electronic,13,276.46,3593.98,2024-06-08,TechMart Inc.,Amy Warner
TXN278,MonitorV,ElPctronics,12,253.77,3045.24,2024-02-28,FurniWorks Ltd.,Barry Johnson
TXN279,Printe Ink,Statioery,3,14.61,43.83,2024-06-05,OfficeSupplies Co.,Kayla Hanson
TXN280,Lptop,Electrovics,13,872.33,11340.29,2024-10-19,CloudSoft Corp.,Laura White
TXN281,Annual Software LicenseN,Softwarer,1,9452.25,9452.25,2024-06-17,QuickDeliver Ltd.,Dawn Padilla
TXN282,MonitorP,Electronicsc,14,226.49,3170.86,2024-09-19,CloudSoft Corp.,Walter Pena
TXN283,Desk Chairm,Frniture,12,100.9,1210.8,2024-10-01,TechMart Inc.,Aaron Hopkins
TXN284,Notepadx,Stationeryr,14,2.01,28.14,2024-02-22,TechMart Inc.,Walter Pena
TXN285,Monitorq,Electronis,9,315.2,2836.8,2024-03-13,OfficeSupplies Co.,Barry Johnson
TXN286,Annual SoftwGre License,Sofrware,1,6678.13,6678.13,2024-01-14,QuickDeliver Ltd.,Aaron Hopkins
TXN287,Desk ChairE,Furpiture,11,177.57,1953.27,2024-04-18,OfficeSupplies Co.,Cynthia Jenkins
TXN288,Stpler,Office Suppliesv,3,13.69,41.07,2024-10-23,OfficeSupplies Co.,Aaron Hopkins
TXN289,Desk Chairx,FurnitureM,17,134.11,2279.87,2024-11-17,CloudSoft Corp.,Stephanie Bennett
TXN290,Laptp,Elehtronics,12,861.92,10343.04,2024-03-11,CloudSoft Corp.,Barry Johnson
TXN291,Monitor0,Electronicsd,11,201.29,2214.19,2024-11-10,QuickDeliver Ltd.,Barry Johnson
TXN292,Laptop Bg,Accesories,15,32.31,484.65,2024-06-05,OfficeSupplies Co.,Luis Holland
TXN293,Printer Ink4,Statiovery,14,12.57,175.98,2024-08-13,FurniWorks Ltd.,Walter Pena
TXN294,Printe,Elect4onics,12,192.13,2305.56,2024-01-15,OfficeSupplies Co.,Noah Long
TXN295,Laptop Ba1,Accesso3ies,15,22.7,340.5,2024-12-30,TechMart Inc.,Laura White
TXN296,Whitebard,Furiture,5,109.14,545.7,2024-09-28,QuickDeliver Ltd.,Laura White
TXN297,Annual Software LicenNe,5oftware,1,9503.77,9503.77,2024-11-15,QuickDeliver Ltd.,Lisa Parks
TXN298,Annual Software Liense,Softwar,1,5489.81,5489.81,2024-11-02,TechMart Inc.,Todd James
TXN299,NotepadX,Stationery6,11,1.23,13.53,2024-07-25,QuickDeliver Ltd.,Lisa Parks
TXN300,LaptZp,Electronicc,1,871.95,871.95,2024-11-25,OfficeSupplies Co.,Kayla Hanson
TXN301,Pr2nter,EBectronics,3,179.61,538.83,2024-11-25,CloudSoft Corp.,Dawn Padilla
TXN302,PrinterA,Electonics,13,234.5,3048.5,2024-05-04,CloudSoft Corp.,Cynthia Jenkins
TXN303,Laptop Bagu,Accessori9s,18,42.31,761.58,2024-08-14,TechMart Inc.,Aaron Hopkins
TXN304,Monitorr,ECectronics,11,278.12,3059.32,2024-12-30,CloudSoft Corp.,Nicole Clay
TXN305,Stapler3,Qffice Supplies,11,5.46,60.06,2024-05-15,TechMart Inc.,Kevin Adams
TXN306,MonitorU,Eljctronics,11,333.61,3669.71,2024-01-02,FurniWorks Ltd.,Melissa Mckee
TXN307,Annua0 Software License,Softare,1,5454.58,5454.58,2024-08-19,TechMart Inc.,Kelly Joseph
TXN308,PriNter Ink,Stati5nery,6,19.83,118.98,2024-04-08,FurniWorks Ltd.,Stephanie Bennett
TXN309,Monior,Electronicsw,18,246.14,4430.52,2024-01-14,CloudSoft Corp.,Cynthia Jenkins
TXN310,Laptop Bagz,Accessoies,4,34.13,136.52,2024-01-15,CloudSoft Corp.,Kelly Joseph
TXN311,Laptop Bagk,ccessories,15,21.14,317.1,2024-10-29,QuickDeliver Ltd.,Jasmine Mcgee
TXN312,Printers,Electronicsk,19,203.37,3864.03,2024-03-19,CloudSoft Corp.,Noah Long
TXN313,WhiteboardN,Furniture6,14,199.35,2790.9,2024-04-02,QuickDeliver Ltd.,Cynthia Jenkins
TXN314,Annual Softwari License,5oftware,1,7229.1,7229.1,2024-05-12,OfficeSupplies Co.,Rebecca Bell
TXN315,Staper,Office Spplies,5,9.62,48.1,2024-02-03,QuickDeliver Ltd.,Walter Pena
TXN316,Iaptop,Elecronics,1,896.36,896.36,2024-03-01,QuickDeliver Ltd.,Stephanie Bennett
TXN317,Noxepad,SUationery,18,1.77,31.86,2024-04-14,OfficeSupplies Co.,Luis Holland
TXN318,Desk Chair1,Eurniture,19,153.61,2918.59,2024-06-08,FurniWorks Ltd.,Lisa Parks
TXN319,Whiteboardy,Frniture,10,108.63,1086.3,2024-03-22,OfficeSupplies Co.,Walter Pena
TXN320,Priter Ink,Staionery,2,19.46,38.92,2024-08-16,CloudSoft Corp.,Jessica Hodges
TXN321,Lapop,Electronicsg,18,876.19,15771.42,2024-07-10,TechMart Inc.,Jessica Hodges
TXN322,Prinyer,Electrnics,11,162.18,1783.98,2024-10-10,OfficeSupplies Co.,Melissa Mckee
TXN323,Notekad,Stationery3,1,1.56,1.56,2024-08-29,TechMart Inc.,Lisa Parks
TXN324,Notepap,StationeDy,3,1.06,3.18,2024-07-14,OfficeSupplies Co.,Dawn Padilla
TXN325,AnnualvSoftware License,Softwre,1,8937.02,8937.02,2024-02-13,QuickDeliver Ltd.,Jessica Hodges
TXN326,NotepadQ,StatioLery,17,1.97,33.49,2024-03-19,QuickDeliver Ltd.,Lisa Parks
TXN327,Desk Chair5,Fkrniture,17,149.52,2541.84,2024-12-25,TechMart Inc.,Walter Pena
TXN328,PrinteO,Electronicsi,11,150.83,1659.13,2024-07-02,FurniWorks Ltd.,Barry Johnson
TXN329,Laptop BagB,Accessries,19,25.41,482.79,2024-03-11,FurniWorks Ltd.,Walter Pena
TXN330,Annual Software LicenseA,Sotware,1,7000.06,7000.06,2024-01-05,CloudSoft Corp.,Cynthia Jenkins
TXN331,Printer Inkf,Stationery6,9,19.27,173.43,2024-08-26,OfficeSupplies Co.,Kevin Adams
TXN332,Latop Bag,Accessoriese,2,41.62,83.24,2024-12-01,QuickDeliver Ltd.,Amy Warner
TXN333,LaNtop,Electronics2,3,966.1,2898.3,2024-09-15,CloudSoft Corp.,Jessica Hodges
TXN334,Des Chair,Furnture,16,127.25,2036.0,2024-09-15,CloudSoft Corp.,Laura White
TXN335,LaptopS,Elctronics,16,960.28,15364.48,2024-09-08,OfficeSupplies Co.,Kayla Hanson
TXN336,Pinter,Eletronics,1,265.47,265.47,2024-12-17,CloudSoft Corp.,Todd James
TXN337,StOpler,OffiXe Supplies,5,9.52,47.6,2024-02-08,CloudSoft Corp.,Jessica Hodges
TXN338,Monitor4,Electrnics,2,301.04,602.08,2024-01-16,FurniWorks Ltd.,Luis Holland
TXN339,AnnualASoftware License,Software9,1,9622.4,9622.4,2024-06-15,QuickDeliver Ltd.,Cynthia Jenkins
TXN340,Printer Ik,Sttionery,16,11.46,183.36,2024-08-25,FurniWorks Ltd.,Jasmine Mcgee
TXN341,Annual Software Licensev,SoftwEre,1,6395.36,6395.36,2024-10-12,OfficeSupplies Co.,Luis Holland
TXN342,WhiteboardW,Furnitureg,17,173.45,2948.65,2024-06-29,QuickDeliver Ltd.,Kelly Joseph
TXN343,Staplerb,Qffice Supplies,3,10.16,30.48,2024-01-10,QuickDeliver Ltd.,Kevin Adams
TXN344,Lapto Bag,AccessoriesQ,4,45.1,180.4,2024-01-02,TechMart Inc.,Kelly Joseph
TXN345,Laptop BagC,AccessoriesN,3,39.04,117.12,2024-03-05,FurniWorks Ltd.,Kayla Hanson
TXN346,WhiteboardK,FYrniture,13,163.64,2127.32,2024-03-11,TechMart Inc.,Walter Pena
TXN347,Whiteboar,Furiture,2,171.07,342.14,2024-10-27,OfficeSupplies Co.,Luis Holland
TXN348,PrZnter,Electrnics,1,253.66,253.66,2024-05-17,OfficeSupplies Co.,Jasmine Mcgee
TXN349,LRptop,EleJtronics,15,906.98,13604.7,2024-02-27,CloudSoft Corp.,Lisa Parks
TXN350,Stapleo,OfZice Supplies,1,10.31,10.31,2024-05-06,QuickDeliver Ltd.,Cynthia Jenkins
TXN351,Witeboard,FurnitureO,14,167.09,2339.26,2024-02-14,QuickDeliver Ltd.,Kelly Joseph
TXN352,Whiteyoard,Furnitre,8,140.93,1127.44,2024-04-03,FurniWorks Ltd.,Walter Pena
TXN353,Printr Ink,SIationery,19,18.35,348.65,2024-10-17,OfficeSupplies Co.,Walter Pena
TXN354,PGinter,Electronic,14,209.08,2927.12,2024-07-08,QuickDeliver Ltd.,Walter Pena
TXN355,Desk hair,Furnitre,11,173.5,1908.5,2024-08-21,FurniWorks Ltd.,Noah Long
TXN356,PrPnter Ink,Stationeryp,8,15.49,123.92,2024-05-06,QuickDeliver Ltd.,Lisa Parks
TXN357,Desk ChIir,FurnitureN,18,125.64,2261.52,2024-09-04,CloudSoft Corp.,Amy Warner
TXN358,Printerm,ElectronicsA,5,227.58,1137.9,2024-09-14,OfficeSupplies Co.,Noah Long
TXN359,Desk Ohair,Frniture,1,138.95,138.95,2024-08-30,QuickDeliver Ltd.,Cynthia Jenkins
TXN360,DeskChair,FurMiture,19,157.09,2984.71,2024-12-02,OfficeSupplies Co.,Aaron Hopkins
TXN361,aptop,ElectronicsJ,14,895.47,12536.58,2024-04-18,TechMart Inc.,Jasmine Mcgee
TXN362,Laptop Bag6,Accessorie,20,45.45,909.0,2024-06-23,TechMart Inc.,Aaron Hopkins
TXN363,Laptop Bagd,AccessoriesR,15,33.19,497.85,2024-02-04,TechMart Inc.,Aaron Hopkins
TXN364,Laptop BagJ,Accessores,14,25.83,361.62,2024-10-27,FurniWorks Ltd.,Dawn Padilla
TXN365,Laptp,ElectronicsN,16,811.0,12976.0,2024-03-18,FurniWorks Ltd.,Aaron Hopkins
TXN366,Priyter,ElectrHnics,3,232.58,697.74,2024-01-06,FurniWorks Ltd.,Lisa Parks
TXN367,LaDtop,ElectroniGs,1,935.7,935.7,2024-11-30,TechMart Inc.,Kelly Joseph
TXN368,Lnptop,Electronicsb,9,931.22,8380.98,2024-01-30,QuickDeliver Ltd.,Kelly Joseph
TXN369,Priner,Eectronics,9,291.75,2625.75,2024-01-09,QuickDeliver Ltd.,Todd James
TXN370,Staplero,Office Supples,14,11.15,156.1,2024-05-12,OfficeSupplies Co.,Lisa Parks
TXN371,Desk Ohair,Furniure,17,160.16,2722.72,2024-11-14,QuickDeliver Ltd.,Barry Johnson
TXN372,Printer Ink2,Szationery,4,12.07,48.28,2024-05-03,OfficeSupplies Co.,Aaron Hopkins
TXN373,Notepadz,Staionery,7,1.41,9.87,2024-01-17,CloudSoft Corp.,Stephanie Bennett
TXN374,Whiteboar,Furnture,2,180.47,360.94,2024-02-13,OfficeSupplies Co.,Melissa Mckee
TXN375,Printer Ink6,Stationry,4,19.92,79.68,2024-06-11,TechMart Inc.,Kevin Adams
TXN376,Mnitor,ElectroniEs,1,254.54,254.54,2024-01-11,QuickDeliver Ltd.,Jasmine Mcgee
TXN377,Printrr,ElectronicsB,19,286.65,5446.35,2024-05-14,QuickDeliver Ltd.,Kelly Joseph
TXN378,Dek Chair,Furnitue,2,199.59,399.18,2024-01-25,QuickDeliver Ltd.,Kelly Joseph
TXN379,StaplerD,Office SuppliesF,17,8.77,149.09,2024-01-13,QuickDeliver Ltd.,Stephanie Bennett
TXN380,Prcnter,ElectAonics,18,168.63,3035.34,2024-09-08,TechMart Inc.,Laura White
TXN381,Annual Softwar1 License,Softare,1,6658.84,6658.84,2024-04-25,FurniWorks Ltd.,Aaron Hopkins
TXN382,Priter,Electronijs,9,166.38,1497.42,2024-03-06,OfficeSupplies Co.,Jasmine Mcgee
TXN383,Laptoo,EIectronics,13,885.9,11516.7,2024-12-22,QuickDeliver Ltd.,Dawn Padilla
TXN384,Monior,Electronicsr,3,363.3,1089.9,2024-07-28,TechMart Inc.,Jasmine Mcgee
TXN385,Whiteboard6,Furnitur,3,122.09,366.27,2024-04-25,QuickDeliver Ltd.,Cynthia Jenkins
TXN386,Pinter,ElWctronics,10,171.14,1711.4,2024-03-01,OfficeSupplies Co.,Kelly Joseph
TXN387,LaptWp,Elctronics,8,949.48,7595.84,2024-05-22,TechMart Inc.,Todd James
TXN388,Annu1l Software License,SEftware,1,5284.47,5284.47,2024-07-19,CloudSoft Corp.,Lisa Parks
TXN389,Lapop Bag,Accesories,18,43.54,783.72,2024-03-27,FurniWorks Ltd.,Walter Pena
TXN390,Nonitor,Flectronics,13,325.75,4234.75,2024-07-06,TechMart Inc.,Stephanie Bennett
TXN391,tapler,Office Supplie,3,10.6,31.8,2024-06-01,QuickDeliver Ltd.,Nicole Clay
TXN392,Notead,StationeryH,14,1.61,22.54,2024-05-01,TechMart Inc.,Lisa Parks
TXN393,Whitboard,Furnitre,13,149.83,1947.79,2024-01-16,QuickDeliver Ltd.,Cynthia Jenkins
TXN394,Monior,Electronicsu,12,262.86,3154.32,2024-11-21,FurniWorks Ltd.,Stephanie Bennett
TXN395,Annual SoftCare License,Softwarec,1,9550.05,9550.05,2024-05-12,FurniWorks Ltd.,Rebecca Bell
TXN396,Monitor5,E8ectronics,3,294.24,882.72,2024-03-10,FurniWorks Ltd.,Laura White
TXN397,WhDteboard,Furnitureb,2,133.13,266.26,2024-11-22,QuickDeliver Ltd.,Laura White
TXN398,Whiteboa2d,FurnitureS,19,166.68,3166.92,2024-09-01,FurniWorks Ltd.,Jasmine Mcgee
TXN399,Notep0d,StationeryB,6,1.56,9.36,2024-12-12,QuickDeliver Ltd.,Barry Johnson
TXN400,PrinterP,ElectronicsZ,2,219.62,439.24,2024-09-12,TechMart Inc.,Kayla Hanson
TXN401,Laptoq Bag,ccessories,9,22.03,198.27,2024-07-10,OfficeSupplies Co.,Jasmine Mcgee
TXN402,Printerm,Electronis,11,249.71,2746.81,2024-11-20,QuickDeliver Ltd.,Jasmine Mcgee
TXN403,Stpler,Office Suppliesz,9,7.9,71.1,2024-11-20,CloudSoft Corp.,Dawn Padilla
TXN404,LaptoP,Elect8onics,20,924.73,18494.6,2024-05-21,CloudSoft Corp.,Jasmine Mcgee
TXN405,Annual Sftware License,Sofware,1,7430.94,7430.94,2024-04-09,OfficeSupplies Co.,Luis Holland
TXN406,LaptFp,Electronick,5,840.12,4200.6,2024-09-27,TechMart Inc.,Kelly Joseph
TXN407,Noepad,Staionery,16,2.67,42.72,2024-03-10,TechMart Inc.,Lisa Parks
TXN408,Monito,lectronics,11,230.1,2531.1,2024-12-24,TechMart Inc.,Walter Pena
TXN409,LaptopBag,Accessoribs,16,30.6,489.6,2024-11-11,CloudSoft Corp.,Kelly Joseph
TXN410,Notepady,Station4ry,20,1.29,25.8,2024-05-04,TechMart Inc.,Kelly Joseph
TXN411,Lapto,Elctronics,12,855.91,10270.92,2024-03-22,OfficeSupplies Co.,Luis Holland
TXN412,Printer3,Electonics,20,225.82,4516.4,2024-03-15,FurniWorks Ltd.,Aaron Hopkins
TXN413,WhiteboardI,Furnitureg,16,140.62,2249.92,2024-03-07,QuickDeliver Ltd.,Aaron Hopkins
TXN414,MZnitor,Eyectronics,12,370.17,4442.04,2024-11-04,FurniWorks Ltd.,Kevin Adams
TXN415,Stapmer,Office SuppliesG,14,8.4,117.6,2024-09-30,FurniWorks Ltd.,Dawn Padilla
TXN416,Staple,Offic Supplies,19,12.71,241.49,2024-01-29,QuickDeliver Ltd.,Kevin Adams
TXN417,Printer InkZ,Stationey,2,18.49,36.98,2024-03-25,CloudSoft Corp.,Noah Long
TXN418,Monitorf,ElectronicsH,6,234.51,1407.06,2024-02-03,TechMart Inc.,Kelly Joseph
TXN419,WhitebUard,FurnitureO,13,198.0,2574.0,2024-07-18,TechMart Inc.,Stephanie Bennett
TXN420,LXptop,Electronics3,5,876.61,4383.05,2024-12-20,CloudSoft Corp.,Kelly Joseph
TXN421,Moitor,EAectronics,5,314.06,1570.3,2024-07-07,QuickDeliver Ltd.,Jasmine Mcgee
TXN422,Staple,Offic Supplies,9,7.49,67.41,2024-01-23,OfficeSupplies Co.,Stephanie Bennett
TXN423,Laptop Bag1,Accessoies,18,26.48,476.64,2024-12-22,TechMart Inc.,Noah Long
TXN424,Printer Inkn,StationeryF,5,18.61,93.05,2024-03-21,QuickDeliver Ltd.,Laura White
TXN425,Printer 1nk,Soationery,3,18.22,54.66,2024-01-06,OfficeSupplies Co.,Stephanie Bennett
TXN426,otepad,Stationer5,17,2.55,43.35,2024-10-31,CloudSoft Corp.,Stephanie Bennett
TXN427,Annual Softwae License,SoFtware,1,5117.84,5117.84,2024-01-13,CloudSoft Corp.,Jasmine Mcgee
TXN428,Laptop Bags,Accessoies,12,20.3,243.6,2024-04-19,FurniWorks Ltd.,Stephanie Bennett
TXN429,Laptop Bag3,AccFssories,18,34.97,629.46,2024-03-23,OfficeSupplies Co.,Todd James
TXN430,Lapop,Elzctronics,17,844.38,14354.46,2024-09-11,QuickDeliver Ltd.,Stephanie Bennett
TXN431,Annual Software Lixense,Softwarel,1,8617.42,8617.42,2024-09-09,TechMart Inc.,Kelly Joseph
TXN432,Whiteboar,Furniture1,13,113.56,1476.28,2024-08-10,FurniWorks Ltd.,Walter Pena
TXN433,Sxapler,ffice Supplies,3,5.49,16.47,2024-05-16,QuickDeliver Ltd.,Noah Long
TXN434,Annual Software Iicense,SoftwareH,1,8104.62,8104.62,2024-10-17,FurniWorks Ltd.,Aaron Hopkins
TXN435,Printer4,ElectronicsB,7,265.41,1857.87,2024-03-18,OfficeSupplies Co.,Jasmine Mcgee
TXN436,Lactop,Electronicso,2,806.52,1613.04,2024-05-16,QuickDeliver Ltd.,Stephanie Bennett
TXN437,LaItop,Electronicq,9,926.54,8338.86,2024-02-23,FurniWorks Ltd.,Melissa Mckee
TXN438,onitor,ElectRonics,3,244.23,732.69,2024-11-07,QuickDeliver Ltd.,Jasmine Mcgee
TXN439,Printe Ink,StVtionery,12,16.35,196.2,2024-07-28,QuickDeliver Ltd.,Luis Holland
TXN440,LaptopG,Electronicsw,17,934.77,15891.09,2024-02-17,FurniWorks Ltd.,Noah Long
TXN441,Sapler,Office Supplieso,13,13.56,176.28,2024-01-04,FurniWorks Ltd.,Stephanie Bennett
TXN442,Printep,ElectrRnics,6,194.52,1167.12,2024-09-13,FurniWorks Ltd.,Dawn Padilla
TXN443,Laptope,Electronic,11,968.59,10654.49,2024-12-08,QuickDeliver Ltd.,Noah Long
TXN444,Desk Chir,Furniture5,13,154.6,2009.8,2024-08-05,QuickDeliver Ltd.,Dawn Padilla
TXN445,hiteboard,Furnitue,10,114.7,1147.0,2024-06-14,CloudSoft Corp.,Barry Johnson
TXN446,LaptopJ,Electronic,1,953.39,953.39,2024-12-06,OfficeSupplies Co.,Jessica Hodges
TXN447,Annual Software LicenseY,So8tware,1,6738.19,6738.19,2024-10-18,OfficeSupplies Co.,Kelly Joseph
TXN448,Notpad,Sationery,7,2.96,20.72,2024-05-24,TechMart Inc.,Lisa Parks
TXN449,Lapto9 Bag,AccessoHies,2,39.0,78.0,2024-03-12,CloudSoft Corp.,Nicole Clay
TXN450,Annual Software Licensec,Softare,1,5047.01,5047.01,2024-09-21,OfficeSupplies Co.,Dawn Padilla
TXN451,Laptop Bagn,AccessoriesF,6,29.86,179.16,2024-02-06,OfficeSupplies Co.,Amy Warner
TXN452,Prinoer,Electronicss,18,152.01,2736.18,2024-03-22,QuickDeliver Ltd.,Noah Long
TXN453,StaplerF,Ofice Supplies,6,8.6,51.6,2024-09-03,FurniWorks Ltd.,Melissa Mckee
TXN454,StaplerA,Office Supplis,16,5.35,85.6,2024-07-31,CloudSoft Corp.,Luis Holland
TXN455,Laptop ag,Accessories7,4,30.47,121.88,2024-04-10,CloudSoft Corp.,Todd James
TXN456,aptop Bag,AccessoriesV,13,42.31,550.03,2024-07-12,FurniWorks Ltd.,Cynthia Jenkins
TXN457,Monitorp,ElectroniWs,18,255.8,4604.4,2024-10-09,TechMart Inc.,Aaron Hopkins
TXN458,PrAnter,Electroics,20,205.73,4114.6,2024-06-04,FurniWorks Ltd.,Lisa Parks
TXN459,Annual 5oftware License,oftware,1,6685.33,6685.33,2024-04-23,TechMart Inc.,Barry Johnson
TXN460,Mnitor,ElectronicsP,11,282.5,3107.5,2024-04-02,CloudSoft Corp.,Melissa Mckee
TXN461,Printer Ik,Statione5y,14,11.02,154.28,2024-02-24,TechMart Inc.,Jessica Hodges
TXN462,aptop Bag,AccMssories,17,34.66,589.22,2024-01-13,TechMart Inc.,Jasmine Mcgee
TXN463,Notead,Stationerye,7,1.42,9.94,2024-06-04,CloudSoft Corp.,Laura White
TXN464,Notepadk,StationEry,3,2.98,8.94,2024-01-20,TechMart Inc.,Kevin Adams
TXN465,Staplerf,Office Sup7lies,10,9.52,95.2,2024-07-18,TechMart Inc.,Lisa Parks
TXN466,Dsk Chair,FurnituUe,7,185.08,1295.56,2024-01-11,QuickDeliver Ltd.,Laura White
TXN467,Printer Ik,Sationery,6,17.63,105.78,2024-06-12,CloudSoft Corp.,Todd James
TXN468,Monitorm,ElectronicsK,17,202.33,3439.61,2024-02-08,QuickDeliver Ltd.,Walter Pena
TXN469,Dek Chair,Furnitures,11,150.66,1657.26,2024-03-07,OfficeSupplies Co.,Laura White
TXN470,Staper,Office SuppliesS,10,14.35,143.5,2024-08-08,OfficeSupplies Co.,Jasmine Mcgee
TXN471,Printer nk,StationOry,15,18.14,272.1,2024-07-20,CloudSoft Corp.,Todd James
TXN472,Iaptop,Elecronics,18,840.57,15130.26,2024-03-05,TechMart Inc.,Melissa Mckee
TXN473,Annual Software License6,Sofware,1,5151.72,5151.72,2024-07-29,TechMart Inc.,Kayla Hanson
TXN474,Notepa2,5tationery,16,1.81,28.96,2024-02-10,TechMart Inc.,Stephanie Bennett
TXN475,Pinter Ink,Stationeryd,16,13.12,209.92,2024-09-14,CloudSoft Corp.,Todd James
TXN476,AnnualLSoftware License,SoftwareP,1,5159.92,5159.92,2024-10-11,TechMart Inc.,Dawn Padilla
TXN477,Laptop Bag1,Accessries,15,21.66,324.9,2024-12-14,OfficeSupplies Co.,Todd James
TXN478,Printer Inkw,Stationlry,6,16.09,96.54,2024-08-10,OfficeSupplies Co.,Kevin Adams
TXN479,StaplerH,Offic Supplies,2,14.14,28.28,2024-12-26,QuickDeliver Ltd.,Cynthia Jenkins
TXN480,Printr Ink,Sttionery,6,12.06,72.36,2024-07-28,CloudSoft Corp.,Walter Pena
TXN481,Staler,Offce Supplies,6,7.0,42.0,2024-05-12,TechMart Inc.,Rebecca Bell
TXN482,Prnter,ElectronicsX,16,260.2,4163.2,2024-09-02,TechMart Inc.,Walter Pena
TXN483,MonitorA,E2ectronics,7,348.06,2436.42,2024-04-25,QuickDeliver Ltd.,Todd James
TXN484,Pinter Ink,Statitnery,10,18.07,180.7,2024-04-20,TechMart Inc.,Amy Warner
TXN485,Pinter,Electroncs,16,200.15,3202.4,2024-10-13,OfficeSupplies Co.,Kayla Hanson
TXN486,Laptp Bag,AccessoriesW,19,27.44,521.36,2024-06-16,QuickDeliver Ltd.,Laura White
TXN487,Nhtepad,SQationery,12,1.24,14.88,2024-08-27,OfficeSupplies Co.,Lisa Parks
TXN488,Laptop8,Elctronics,18,969.94,17458.92,2024-06-06,TechMart Inc.,Walter Pena
TXN489,Laptopo,Electronic,15,836.99,12554.85,2024-12-18,CloudSoft Corp.,Walter Pena
TXN490,PrintQr Ink,tationery,9,13.57,122.13,2024-05-28,QuickDeliver Ltd.,Kayla Hanson
TXN491,Laptop BagH,Accesories,5,20.67,103.35,2024-04-18,QuickDeliver Ltd.,Aaron Hopkins
TXN492,LaWtop Bag,Acce3sories,16,28.97,463.52,2024-11-09,OfficeSupplies Co.,Laura White
TXN493,Laptop 8ag,Accessories3,12,23.55,282.6,2024-05-19,CloudSoft Corp.,Amy Warner
TXN494,Priiter Ink,Stationery7,4,15.67,62.68,2024-07-03,CloudSoft Corp.,Todd James
TXN495,Monito,Electronis,4,310.34,1241.36,2024-01-09,QuickDeliver Ltd.,Kayla Hanson
TXN496,Whiteboardb,Furnitur,19,104.12,1978.28,2024-08-20,QuickDeliver Ltd.,Noah Long
TXN497,Latop,Elctronics,5,919.08,4595.4,2024-08-15,OfficeSupplies Co.,Walter Pena
TXN498,Noepad,StationeryB,3,1.51,4.53,2024-05-12,QuickDeliver Ltd.,Jessica Hodges
TXN499,WhitQboard,FurniCure,17,162.01,2754.17,2024-03-14,FurniWorks Ltd.,Rebecca Bell
TXN500,StaplerZ,OffSce Supplies,4,13.64,54.56,2024-03-02,TechMart Inc.,Noah Long
